Categorie,Tag,Question,Réponse
Droit du travail,securite_sante,Quel est le délai pour l'employeur de déclarer un accident de travail ou une maladie professionnelle ?,L'employeur doit déclarer tout accident de travail ou maladie professionnelle dans un délai de deux jours ouvrables à la sécurité sociale et à l'inspection du travail.
Droit du travail,securite_sante,Quand un employeur doit-il créer un comité de sécurité et santé au travail ?,L'employeur doit créer un comité de sécurité et santé au travail dans les établissements occupant au moins trente travailleurs.
Droit du travail,securite_sante,Quelle formation doivent recevoir les représentants du personnel au comité de sécurité et santé au travail ?,"Les représentants du personnel bénéficient d'une formation nécessaire à l'exercice de leurs missions, à la charge de l'employeur, renouvelée après six ans de mandat."
Droit du travail,securite_sante,Dans quels cas l'employeur doit-il mettre en place un service de sécurité en milieu de travail ?,L'employeur doit mettre en place un service de sécurité en milieu de travail dans les entreprises industrielles occupant au moins cinquante travailleurs.
Droit du travail,securite_sante,Que doit présenter l'employeur annuellement au comité de sécurité et santé au travail ?,"L'employeur doit présenter un rapport sur la sécurité et la santé au travail dans l'entreprise, portant sur les dispositions adoptées et exécutées durant l'année écoulée."
Droit du travail,securite_sante,À quoi tout employeur installé au Burkina Faso est-il tenu en matière de couverture sanitaire de ses travailleurs ?,L'employeur est tenu d’assurer la couverture sanitaire de ses travailleurs en s'affiliant à l'office de santé des travailleurs ou à toute autre structure agréée par le ministre de la santé.
Droit du travail,securite_sante,Quelle est la principale mission du service de santé au travail ?,Le service de santé au travail est chargé de la prévention des risques en milieu de travail et de conseiller l'employeur et les travailleurs pour un environnement de travail sûr et salubre.
Droit du travail,securite_sante,Quelles sont les missions spécifiques du service de santé au travail ?,"Le service de santé au travail assure la protection des travailleurs, contribue à un environnement de travail sûr, adapte le travail aux capacités humaines, surveille la santé des travailleurs, etc."
Droit du travail,securite_sante,Où doit être situé le service de santé au travail ?,Le service de santé au travail doit être situé sur les lieux de travail ou à proximité et peut être propre à une entreprise ou commun à plusieurs entreprises.
Droit du travail,securite_sante,Qui prend en charge les dépenses afférentes au service de santé au travail ?,"Les dépenses sont à la charge de l'employeur, et en cas de service commun à plusieurs entreprises, elles sont réparties proportionnellement au nombre de travailleurs."
Droit du travail,securite_sante,Quelles sont les visites médicales que l'employeur doit assurer pour ses travailleurs ?,"L'employeur doit présenter ses travailleurs aux visites médicales d'embauche, périodiques, de surveillance spéciale, de reprise de travail et de fin de contrat."
Droit du travail,securite_sante,Comment est considéré le temps passé lors des visites médicales et examens complémentaires ?,Le temps passé pour les visites médicales et les examens complémentaires est considéré comme temps de travail effectif.
Droit du travail,securite_sante,Le test de dépistage du VIH peut-il être exigé lors des visites médicales ?,"Le test de dépistage du VIH ne peut en aucun cas être exigé lors des visites médicales, mais le dépistage volontaire et anonyme est encouragé."
Droit du travail,securite_sante,Qui prend en charge les frais des visites médicales et examens complémentaires ?,Les frais des visites médicales et des examens complémentaires jugés utiles pour statuer sur l'aptitude médicale du travailleur sont à la charge de l'employeur.
Droit du travail,securite_sante,Que doit faire l'employeur lorsqu'un travailleur ne peut plus occuper son poste pour des raisons médicales ?,"L'employeur doit tout mettre en œuvre pour affecter le travailleur à un autre poste compatible avec son état de santé, ou à défaut, il est licencié avec paiement des droits."
Droit du travail,securite_sante,"Comment sont fixés l'organisation, le fonctionnement et les moyens d'action des services de santé au travail ?",Ils sont fixés par acte réglementaire conjoint des ministres chargés du travail et de la santé après avis du comité technique national consultatif de sécurité et santé au travail.
Droit du travail,securite_sante,Quel rôle joue l'inspecteur du travail dans le contrôle des dispositions en matière de sécurité et santé au travail ?,L'inspecteur du travail contrôle le respect par l'employeur des dispositions en matière de sécurité et santé au travail.
Droit du travail,securite_sante,Que se passe-t-il lorsque l'inspecteur du travail constate une infraction aux normes de sécurité et santé au travail ?,"L'inspecteur met en demeure l'employeur de se conformer aux normes. La mise en demeure est immédiatement exécutoire, mais un recours administratif peut être introduit."
Droit du travail,securite_sante,Comment l'inspecteur du travail procède-t-il pour notifier la mise en demeure à l'employeur ?,"La mise en demeure est faite par écrit, soit sur le registre de l'employeur, soit par lettre recommandée ou par tout autre moyen utile."
Droit du travail,securite_sante,Quel est le délai minimum fixé par l'inspecteur pour que les infractions ou dangers constatés disparaissent ?,"Le délai minimum est de quatre jours francs, sauf en cas d'extrême urgence où un délai plus court peut être fixé."
Droit du travail,securite_sante,Quelle est la mission de l'inspection médicale du travail ?,"L'inspection médicale du travail participe à l'élaboration des textes sur la sécurité et santé au travail, contrôle l'application des législations, conseille et constate les infractions."
Droit du travail,securite_sante,Qu'est-ce que le comité technique national consultatif de sécurité et santé au travail ?,"Il est un comité consultatif auprès du ministère du travail, chargé d'étudier et émettre des avis et suggestions sur la réglementation de la sécurité au travail."
Droit du travail,securite_sante,Quelles sont les responsabilités du comité national consultatif de sécurité au travail ?,Le comité émet des avis sur la réglementation et l'application de la politique nationale de prévention des risques professionnels.
Droit du travail,securite_sante,Comment est organisée l'inspection médicale du travail ?,L'organisation et le fonctionnement de l'inspection médicale du travail sont déterminés par décret en conseil des ministres après avis du comité technique national consultatif.
Droit du travail,syndicat_professionnel,Qui peut constituer des syndicats professionnels au Burkina Faso ?,Les travailleurs et les employeurs peuvent constituer librement des syndicats professionnels regroupant des personnes exerçant la même profession ou métiers similaires.
Droit du travail,syndicat_professionnel,Quel est l'objet principal des syndicats professionnels ?,"Les syndicats professionnels ont pour objet la promotion et la défense des intérêts matériels, moraux et professionnels de leurs membres."
